Frame,Time,Speed_kmh,Target_Speed,Steer,Throttle,Brake,State,Lane_ID,Front_Dist,L_Free,R_Free,Ego_X,Ego_Y
204,10.20,94.29,95.00,-0.0302,0.91,0.00,KEEP_LANE,-1,999.00,False,True,-402.81,402.23
205,10.25,95.24,95.00,-0.0181,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-401.62,402.82
206,10.30,96.07,95.00,-0.0082,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-400.42,403.39
207,10.35,96.51,95.00,0.0013,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-399.21,403.95
208,10.40,96.34,95.00,0.0093,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-397.98,404.49
209,10.45,95.71,95.00,0.0148,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-396.75,405.01
210,10.50,94.76,95.00,0.0179,0.49,0.00,KEEP_LANE,-1,999.00,False,True,-395.53,405.52
211,10.55,93.63,95.00,0.0175,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-394.32,406.01
212,10.60,92.54,95.00,0.0144,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-393.12,406.48
213,10.65,91.68,95.00,0.0086,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-391.93,406.95
214,10.70,91.21,95.00,0.0006,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-390.75,407.40
215,10.75,91.13,95.00,-0.0077,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-389.56,407.85
216,10.80,91.34,95.00,-0.0163,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-388.38,408.30
217,10.85,91.76,95.00,-0.0234,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-387.19,408.75
218,10.90,92.33,95.00,-0.0288,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-385.99,409.19
219,10.95,88.46,95.00,-0.0402,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-384.82,409.65
220,11.00,88.12,95.00,-0.0774,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-383.69,410.13
221,11.05,87.62,95.00,-0.0986,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-382.57,410.60
222,11.10,57.05,95.00,0.0081,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-381.99,411.15
223,11.15,58.33,95.00,-0.0880,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-381.35,411.63
224,11.20,59.94,95.00,-0.1042,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-380.66,412.07
225,11.25,61.69,95.00,-0.1093,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-379.92,412.49
226,11.30,63.42,95.00,-0.1054,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-379.14,412.88
