Frame,Time,Speed_kmh,Target_Speed,Steer,Throttle,Brake,State,Lane_ID,Front_Dist,L_Free,R_Free
581,29.05,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
582,29.10,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
583,29.15,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
584,29.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
585,29.25,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
586,29.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
587,29.35,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
588,29.40,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
589,29.45,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
590,29.50,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
591,29.55,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
592,29.60,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
593,29.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
594,29.70,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
595,29.75,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
596,29.80,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
597,29.85,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
598,29.90,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
599,29.95,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
600,30.00,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
601,30.05,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
602,30.10,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
603,30.15,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
604,30.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
605,30.25,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
606,30.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
607,30.35,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
608,30.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
609,30.45,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
610,30.50,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
611,30.55,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
612,30.60,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
613,30.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
614,30.70,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
615,30.75,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
616,30.80,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
617,30.85,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
618,30.90,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
619,30.95,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
620,31.00,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
621,31.05,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
622,31.10,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
623,31.15,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
624,31.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
625,31.25,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
626,31.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
627,31.35,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
628,31.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
629,31.45,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
630,31.50,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
631,31.55,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
632,31.60,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
633,31.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
634,31.70,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
635,31.75,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
636,31.80,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
637,31.85,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
638,31.90,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
639,31.95,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
640,32.00,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
641,32.05,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
642,32.10,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
643,32.15,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
644,32.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
645,32.25,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
646,32.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
647,32.35,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
648,32.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
649,32.45,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
650,32.50,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
651,32.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
652,32.60,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
653,32.65,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
654,32.70,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
655,32.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
656,32.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
657,32.85,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
658,32.90,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
659,32.95,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
660,33.00,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
661,33.05,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
662,33.10,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
663,33.15,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
664,33.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
665,33.25,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
666,33.30,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
667,33.35,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
668,33.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
669,33.45,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
670,33.50,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
671,33.55,0.09,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
672,33.60,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
673,33.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
674,33.70,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
675,33.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
676,33.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
677,33.85,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
678,33.90,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
679,33.95,0.09,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
680,34.00,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
681,34.05,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
682,34.10,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
683,34.15,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
684,34.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
685,34.25,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
686,34.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
687,34.35,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
688,34.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
689,34.45,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
690,34.50,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
691,34.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
692,34.60,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
693,34.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
694,34.70,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
695,34.75,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
696,34.80,0.04,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
697,34.85,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
698,34.90,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
699,34.95,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
700,35.00,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
701,35.05,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
702,35.10,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
703,35.15,0.09,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
704,35.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
705,35.25,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
706,35.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
707,35.35,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
708,35.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
709,35.45,0.09,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
710,35.50,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
711,35.55,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
712,35.60,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
713,35.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
714,35.70,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
715,35.75,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
716,35.80,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
717,35.85,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
718,35.90,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
719,35.95,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
720,36.00,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
721,36.05,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
722,36.10,0.09,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
723,36.15,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
724,36.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
725,36.25,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
726,36.30,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
727,36.35,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
728,36.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
729,36.45,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
730,36.50,0.04,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
731,36.55,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
732,36.60,0.09,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
733,36.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
734,36.70,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
735,36.75,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
736,36.80,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
737,36.85,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
738,36.90,0.09,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
739,36.95,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
740,37.00,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
741,37.05,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
742,37.10,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
743,37.15,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
744,37.20,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
745,37.25,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
746,37.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
747,37.35,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
748,37.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
749,37.45,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
750,37.50,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
751,37.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
752,37.60,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
753,37.65,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
754,37.70,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
755,37.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
756,37.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
757,37.85,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
758,37.90,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
759,37.95,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
760,38.00,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
761,38.05,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
762,38.10,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
763,38.15,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
764,38.20,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
765,38.25,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
766,38.30,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
767,38.35,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
768,38.40,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
769,38.45,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
770,38.50,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
771,38.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
772,38.60,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
773,38.65,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
774,38.70,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
775,38.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
776,38.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
777,38.85,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
778,38.90,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
779,38.95,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
780,39.00,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
781,39.05,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
782,39.10,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
783,39.15,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
784,39.20,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
785,39.25,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
786,39.30,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
787,39.35,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
788,39.40,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
789,39.45,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
790,39.50,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
791,39.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
792,39.60,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
793,39.65,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
794,39.70,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
795,39.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
796,39.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
797,39.85,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
798,39.90,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
799,39.95,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
800,40.00,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
801,40.05,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
802,40.10,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
803,40.15,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
804,40.20,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
805,40.25,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
806,40.30,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
807,40.35,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
808,40.40,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
809,40.45,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
810,40.50,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
811,40.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
812,40.60,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
813,40.65,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
814,40.70,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
815,40.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
816,40.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
817,40.85,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
818,40.90,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
819,40.95,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
820,41.00,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
821,41.05,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
822,41.10,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
823,41.15,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
824,41.20,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
825,41.25,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
826,41.30,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
827,41.35,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
828,41.40,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
829,41.45,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
830,41.50,0.04,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
831,41.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
832,41.60,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
833,41.65,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
834,41.70,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
835,41.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
836,41.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
837,41.85,0.04,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
838,41.90,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
839,41.95,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
840,42.00,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
841,42.05,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
842,42.10,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
843,42.15,0.04,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
844,42.20,0.08,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
845,42.25,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
846,42.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
847,42.35,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
848,42.40,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
849,42.45,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
850,42.50,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
851,42.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
852,42.60,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
853,42.65,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
854,42.70,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
855,42.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
856,42.80,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
857,42.85,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
858,42.90,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
859,42.95,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
860,43.00,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
861,43.05,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
862,43.10,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
863,43.15,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
864,43.20,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
865,43.25,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
866,43.30,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
867,43.35,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
868,43.40,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
869,43.45,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
870,43.50,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
871,43.55,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
872,43.60,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
873,43.65,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
874,43.70,0.05,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
875,43.75,0.06,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
876,43.80,0.07,70.00,-1.0000,1.00,0.00,KEEP_LANE,1,999.00,False,False
